证券代码,证券简称,行业名称,总市值,区间涨跌幅
601956.SH,东贝集团,,"5,547,822,000.00",-19.0299
601958.SH,金钼股份,有色金属,"19,650,020,796.00",-20.2552
601965.SH,中国汽研,汽车,"14,422,589,481.53",81.1854
601966.SH,玲珑轮胎,基础化工,"43,609,019,081.00",41.4629
601968.SH,宝钢包装,轻工制造,"6,749,999,730.00",61.4835
601969.SH,海南矿业,钢铁,"11,493,755,446.32",1.5544
601975.SH,招商南油,交通运输,"12,355,290,857.50",-11.032
601985.SH,中国核电,电力设备及新能源,"76,270,768,244.30",0.7159
601988.SH,中国银行,银行,"854,479,192,599.36",-9.4018
601989.SH,中国重工,国防军工,"92,804,283,768.68",-22.3282
601990.SH,南京证券,非银行金融,"42,688,060,773.72",-9.9491
601991.SH,大唐发电,电力及公用事业,"34,939,556,569.25",-0.1171
601992.SH,金隅集团,综合,"27,831,313,267.19",-17.2368
601995.SH,中金公司,非银行金融,"229,067,915,970.40",80.7427
601996.SH,丰林集团,轻工制造,"3,345,218,576.00",5.749
601997.SH,贵阳银行,银行,"25,132,803,834.60",-14.7832
601998.SH,中信银行,银行,"213,726,374,890.87",-14.2096
601999.SH,出版传媒,传媒,"3,233,869,289.00",-0.386
603000.SH,人民网,传媒,"18,409,756,082.40",-15.3275
603001.SH,奥康国际,纺织服装,"2,850,967,800.00",-15.9372
603002.SH,宏昌电子,基础化工,"4,514,224,261.12",21.5307
603003.SH,龙宇燃油,计算机,"3,090,670,422.84",-8.6207
603005.SH,晶方科技,电子,"20,096,952,312.50",122.4032
603006.SH,联明股份,汽车,"2,147,718,810.64",3.3342
603007.SH,花王股份,建筑,"1,806,163,916.00",-20.4984
603008.SH,喜临门,轻工制造,"7,155,606,525.89",19.9124
603009.SH,北特科技,汽车,"2,014,002,078.33",-9.6618
603010.SH,万盛股份,基础化工,"7,632,645,594.48",96.938
603011.SH,合锻智能,机械,"2,343,682,088.80",3.7812
603012.SH,创力集团,机械,"3,984,865,600.00",-29.1297
603013.SH,亚普股份,汽车,"7,240,280,960.00",-5.4362
603015.SH,弘讯科技,机械,"2,425,314,000.00",-6.1033
603016.SH,新宏泰,电力设备及新能源,"3,591,398,400.00",46.7476
603017.SH,中衡设计,建筑,"2,649,049,956.96",-5.581
603018.SH,华设集团,建筑,"5,822,574,127.15",24.2191
603019.SH,中科曙光,计算机,"47,540,388,477.98",33.0346
603020.SH,爱普股份,食品饮料,"3,107,200,000.00",19.7016
603021.SH,山东华鹏,轻工制造,"1,974,079,591.90",-25.573
603022.SH,新通联,轻工制造,"2,576,000,000.00",1.1783
603023.SH,威帝股份,汽车,"2,371,976,785.54",5.9838
603025.SH,大豪科技,电力设备及新能源,"22,420,922,423.31",163.1385
603026.SH,石大胜华,基础化工,"10,559,628,000.00",48.7721
603027.SH,千禾味业,食品饮料,"25,115,929,748.14",149.2505
603028.SH,赛福天,机械,"2,382,432,000.00",-8.553
603029.SH,天鹅股份,机械,"1,206,886,200.00",-10.8986
603030.SH,全筑股份,建筑,"2,588,341,004.73",-16.3096
603031.SH,安德利,商贸零售,"2,545,760,000.00",-5.6846
603032.SH,德新交运,交通运输,"2,406,520,320.00",-32.2523
603033.SH,三维股份,基础化工,"10,023,880,702.08",78.946
603035.SH,常熟汽饰,汽车,"4,509,465,775.10",3.4454
603036.SH,如通股份,机械,"1,754,721,690.00",-19.6784
603037.SH,凯众股份,汽车,"1,675,274,559.50",-12.9894
603038.SH,华立股份,建材,"1,710,585,044.43",-9.4986
603039.SH,泛微网络,计算机,"20,372,338,270.40",129.6488
603040.SH,新坐标,汽车,"2,898,760,158.74",6.4679
603041.SH,美思德,基础化工,"2,033,181,805.20",18.3968
603042.SH,华脉科技,通信,"1,883,600,000.00",-8.9118
603043.SH,广州酒家,消费者服务,"14,887,259,380.40",22.4837
603045.SH,福达合金,有色金属,"1,665,202,000.00",-18.4256
603050.SH,科林电气,电力设备及新能源,"2,095,754,492.00",17.4592
603053.SH,成都燃气,电力及公用事业,"11,297,791,900.00",-33.569
603055.SH,台华新材,纺织服装,"5,058,831,496.32",-10.0703
603056.SH,德邦股份,交通运输,"11,740,800,000.00",10.3183
603058.SH,永吉股份,轻工制造,"2,933,520,800.00",-4.1901
603059.SH,倍加洁,轻工制造,"2,220,000,000.00",-20.674
603060.SH,国检集团,综合,"7,955,640,000.00",7.2076
603063.SH,禾望电气,电力设备及新能源,"7,984,247,979.60",98.0787
603066.SH,音飞储存,交通运输,"2,667,234,723.00",16.0654
603067.SH,振华股份,基础化工,"2,759,680,000.00",7.2816
603068.SH,博通集成,电子,"11,349,541,351.88",-8.745
603069.SH,海汽集团,交通运输,"7,318,560,000.00",124.27
603076.SH,乐惠国际,机械,"3,384,535,000.00",86.7242
603077.SH,和邦生物,基础化工,"12,981,937,835.16",-0.6757
603078.SH,江化微,基础化工,"5,045,531,476.66",27.6252
603079.SH,圣达生物,医药,"3,617,222,682.54",-25.4958
603080.SH,新疆火炬,电力及公用事业,"1,842,330,000.00",-21.1663
603081.SH,大丰实业,机械,"4,275,287,521.68",-34.0868
603083.SH,剑桥科技,通信,"3,399,933,229.68",-38.4807
603085.SH,天成自控,汽车,"3,780,001,681.14",25.1225
603086.SH,先达股份,基础化工,"2,451,840,300.00",-12.0348
603087.SH,甘李药业,医药,"72,663,276,000.00",99.1601
603088.SH,宁波精达,机械,"1,699,084,800.00",25.9927
603089.SH,正裕工业,汽车,"2,542,930,922.00",12.3695
603090.SH,宏盛股份,机械,"1,453,000,000.00",-10.797
603093.SH,南华期货,非银行金融,"10,184,800,000.00",-34.6922
603095.SH,越剑智能,机械,"3,043,920,000.00",-38.7842
603096.SH,新经典,传媒,"6,957,312,000.00",-6.2597
603098.SH,森特股份,建筑,"3,950,536,461.63",-24.5662
603099.SH,长白山,消费者服务,"2,042,692,200.00",-22.5767
603100.SH,川仪股份,电力设备及新能源,"4,345,000,000.00",26.8989
603101.SH,汇嘉时代,商贸零售,"2,248,512,000.00",-25.1703
603103.SH,横店影视,传媒,"10,908,240,000.00",-7.6038
603105.SH,芯能科技,电力设备及新能源,"4,590,000,000.00",28.3916
603106.SH,恒银科技,计算机,"2,818,816,000.00",-20.0908
603108.SH,润达医疗,医药,"6,282,149,416.36",9.0543
603109.SH,神驰机电,汽车,"3,366,076,500.00",-12.6521
603110.SH,东方材料,基础化工,"4,125,148,006.00",80.7791
603111.SH,康尼机电,机械,"5,463,015,162.00",4.1667
603112.SH,华翔股份,机械,"4,687,750,000.00",-2.0426
603113.SH,金能科技,煤炭,"13,014,599,724.36",49.3976
603115.SH,海星股份,机械,"3,103,360,000.00",-25.097
603116.SH,红蜻蜓,纺织服装,"3,445,680,784.00",-10.3893
603117.SH,万林物流,交通运输,"2,299,467,834.00",-4.2965
603118.SH,共进股份,通信,"8,005,567,986.24",-7.2353
603121.SH,华培动力,汽车,"2,838,240,000.00",-39.1128
603123.SH,翠微股份,商贸零售,"5,279,063,405.52",4.6074
603126.SH,中材节能,电力及公用事业,"3,614,160,000.00",22.8891
603127.SH,昭衍新药,医药,"22,972,927,629.00",145.2896
603128.SH,华贸物流,交通运输,"11,719,693,590.45",84.6533
603129.SH,春风动力,汽车,"22,454,597,220.00",297.4167
603131.SH,上海沪工,机械,"8,652,079,396.92",95.9739
603133.SH,碳元科技,基础化工,"2,330,384,380.00",-55.5556
603136.SH,天目湖,消费者服务,"2,951,019,667.20",-2.5693
603138.SH,海量数据,计算机,"3,529,723,400.28",4.0479
603139.SH,康惠制药,医药,"1,637,033,200.00",-4.3903
603155.SH,新亚强,基础化工,"5,365,264,400.00",-24.7928
603156.SH,养元饮品,食品饮料,"32,459,910,840.00",13.9058
603157.SH,*ST拉夏,纺织服装,"548,573,993.60",-73.8596
603158.SH,腾龙股份,汽车,"4,324,236,016.00",29.7233
603159.SH,上海亚虹,机械,"1,527,400,000.00",-3.8456
603160.SH,汇顶科技,电子,"69,029,884,801.47",-26.6296
603161.SH,科华控股,汽车,"2,101,050,000.00",15.8088
603165.SH,荣晟环保,轻工制造,"3,012,384,216.09",2.1528
603166.SH,福达股份,汽车,"3,504,750,763.20",2.4539
603167.SH,渤海轮渡,交通运输,"4,212,706,832.73",-13.3407
603168.SH,莎普爱思,医药,"2,554,932,592.08",-8.642
603169.SH,兰石重装,机械,"5,162,877,402.66",-15.9247
603177.SH,德创环保,电力及公用事业,"1,813,960,000.00",-11.4398
603178.SH,圣龙股份,汽车,"1,780,080,150.00",-25.9414
603179.SH,新泉股份,汽车,"10,115,615,770.26",124.5519
603180.SH,金牌厨柜,轻工制造,"5,039,089,512.80",3.4766
603181.SH,皇马科技,基础化工,"7,917,000,000.00",66.2636
603183.SH,建研院,综合,"2,284,825,374.50",2.0209
603185.SH,上机数控,机械,"31,849,082,820.00",612.065
603186.SH,华正新材,电子,"4,438,916,000.00",-17.8207
603187.SH,海容冷链,机械,"9,651,432,000.00",165.7456
603188.SH,ST亚邦,基础化工,"3,012,480,000.00",-20.5167
603189.SH,网达软件,计算机,"3,822,048,000.00",2.234
603192.SH,汇得科技,基础化工,"2,426,666,674.25",-18.4367
603195.SH,公牛集团,家电,"121,936,613,676.00",142.1905
603196.SH,日播时尚,纺织服装,"1,317,600,000.00",-44.7991
603197.SH,保隆科技,汽车,"4,627,027,136.34",-10.2083
603198.SH,迎驾贡酒,食品饮料,"27,664,000,000.00",78.9808
603199.SH,九华旅游,消费者服务,"2,094,065,600.00",-19.0761
603200.SH,上海洗霸,电力及公用事业,"2,531,281,559.36",30.5613
603203.SH,快克股份,机械,"4,381,380,698.13",1.8105
603208.SH,江山欧派,轻工制造,"10,958,900,288.49",167.9359
603212.SH,赛伍技术,基础化工,"15,012,375,300.00",149.666
603214.SH,爱婴室,商贸零售,"3,254,603,436.00",-23.2296
603217.SH,元利科技,基础化工,"3,320,228,800.00",-24.9101
603218.SH,日月股份,电力设备及新能源,"28,147,600,621.81",98.6429
603220.SH,中贝通信,通信,"4,860,366,400.00",-32.4721
603221.SH,爱丽家居,轻工制造,"3,103,200,000.00",-29.5784
603222.SH,济民制药,医药,"4,662,400,000.00",-73.4785
603223.SH,恒通股份,交通运输,"5,379,494,400.00",202.0602
603225.SH,新凤鸣,石油石化,"18,693,823,187.00",9.8347
603226.SH,菲林格尔,轻工制造,"2,015,154,532.80",-29.997
603227.SH,雪峰科技,基础化工,"3,069,542,000.00",1.5804
603228.SH,景旺电子,电子,"25,092,420,603.60",-5.4388
603229.SH,奥翔药业,医药,"8,831,499,254.24",155.4309
603232.SH,格尔软件,计算机,"5,097,884,721.60",15.8887
603233.SH,大参林,医药,"52,149,622,973.72",83.0816
603236.SH,移远通信,通信,"20,020,553,280.00",54.1857
603238.SH,诺邦股份,纺织服装,"3,877,959,400.00",81.9603
603239.SH,浙江仙通,汽车,"4,669,920,000.00",59.9245
603256.SH,宏和科技,基础化工,"7,970,424,000.00",-38.1492
603258.SH,电魂网络,传媒,"7,655,543,910.00",33.0242
603259.SH,药明康德,医药,"313,614,520,160.94",97.0055
603260.SH,合盛硅业,有色金属,"30,775,780,000.00",12.3674
603266.SH,天龙股份,基础化工,"2,154,790,300.20",-5.343
603267.SH,鸿远电子,国防军工,"28,703,024,000.00",238.423
603268.SH,松发股份,建材,"2,110,869,600.00",6.3164
603269.SH,海鸥股份,机械,"1,270,337,997.14",-9.0106
603277.SH,银都股份,机械,"4,969,866,600.00",15.0919
603278.SH,大业股份,机械,"2,333,967,371.75",-14.6746
603279.SH,景津环保,机械,"7,621,298,145.00",-10.9142
603283.SH,赛腾股份,机械,"7,035,314,323.32",29.4222
603286.SH,日盈电子,汽车,"1,323,782,280.00",-3.2337
603288.SH,海天味业,食品饮料,"639,631,084,827.12",122.2122
603289.SH,泰瑞机器,机械,"2,203,768,000.00",-8.5966
603290.SH,斯达半导,电子,"39,896,000,000.00","1,261.15"
603297.SH,永新光学,电子,"3,968,027,000.00",4.4645
603298.SH,杭叉集团,机械,"19,138,684,370.68",146.4938
603299.SH,苏盐井神,基础化工,"5,196,088,109.08",-1.3024
603300.SH,华铁应急,建筑,"5,497,482,615.45",-21.7224
603301.SH,振德医疗,医药,"14,248,008,994.56",306.8344
603303.SH,得邦照明,家电,"5,111,257,035.68",3.863
603305.SH,旭升股份,汽车,"13,813,489,093.80",-8.9838
603306.SH,华懋科技,汽车,"6,949,742,037.06",67.7926
603308.SH,应流股份,机械,"13,701,975,374.88",87.8926
603309.SH,维力医疗,医药,"3,239,600,000.00",11.8295
603311.SH,金海高科,家电,"2,362,500,000.00",2.0105
603313.SH,梦百合,轻工制造,"12,163,947,674.24",54.9976
603315.SH,福鞍股份,机械,"3,561,504,662.40",-3.3739
603316.SH,诚邦股份,建筑,"1,485,976,800.00",-21.0365
603317.SH,天味食品,食品饮料,"44,920,621,545.35",131.5039
603318.SH,派思股份,机械,"2,891,546,771.63",-37.6409
603319.SH,湘油泵,汽车,"4,041,856,721.50",118.1187
603320.SH,迪贝电气,电力设备及新能源,"1,459,977,430.85",-12.5704
603321.SH,梅轮电梯,机械,"2,498,980,000.00",-0.5506
603322.SH,超讯通信,通信,"2,703,100,400.00",-17.1703
603323.SH,苏农银行,银行,"8,744,883,655.75",-5.1561
603326.SH,我乐家居,轻工制造,"2,798,253,822.00",-18.2228
603327.SH,福蓉科技,电子,"7,711,230,000.00",-33.4851
603328.SH,依顿电子,电子,"7,927,634,331.34",-26.6519
603329.SH,上海雅仕,交通运输,"1,620,960,000.00",-10.95
603330.SH,上海天洋,基础化工,"4,506,902,400.00",173.1536
603331.SH,百达精工,机械,"1,907,627,254.00",-7.4277
603332.SH,苏州龙杰,基础化工,"2,030,271,660.00",-35.1781
603333.SH,尚纬股份,电力设备及新能源,"2,979,055,650.00",-43.5273
603335.SH,迪生力,汽车,"1,956,620,822.00",-5.3234
603336.SH,宏辉果蔬,农林牧渔,"3,542,107,263.25",10.7034
603337.SH,杰克股份,机械,"13,229,308,545.60",42.7391
603338.SH,浙江鼎力,机械,"48,135,894,364.65",94.8273
603339.SH,四方科技,机械,"3,434,797,042.50",22.7436
603345.SH,安井食品,食品饮料,"44,814,344,788.15",220.0869
603348.SH,文灿股份,汽车,"6,943,807,983.64",14.4326
603351.SH,威尔药业,医药,"2,943,921,471.96",-9.4281
603353.SH,和顺石油,石油石化,"5,148,468,000.00",-2.7628
603355.SH,莱克电气,家电,"12,311,621,375.00",27.9668
603356.SH,华菱精工,机械,"1,498,741,600.00",-11.2329
603357.SH,设计总院,建筑,"4,127,247,697.84",-11.9509
603358.SH,华达科技,汽车,"5,757,696,000.00",26.1978
603359.SH,东珠生态,建筑,"4,916,615,200.00",4.1586
603360.SH,百傲化学,基础化工,"3,844,405,544.00",-39.8381
603363.SH,傲农生物,农林牧渔,"8,337,581,297.01",2.0658
603365.SH,水星家纺,纺织服装,"3,536,044,200.00",-8.845
603366.SH,日出东方,家电,"4,056,000,000.00",-10.4483
603367.SH,辰欣药业,医药,"6,288,006,110.00",-14.8809
603368.SH,柳药股份,医药,"7,717,462,383.68",-9.6159
603369.SH,今世缘,食品饮料,"69,361,305,000.00",70.7986
603377.SH,东方时尚,消费者服务,"11,425,488,382.47",4.5971
603378.SH,亚士创能,基础化工,"8,696,391,017.22",89.7674
603379.SH,三美股份,基础化工,"11,605,206,493.37",-27.6874
603380.SH,易德龙,电子,"3,225,600,000.00",22.449
603383.SH,顶点软件,计算机,"5,182,115,892.80",-40.4023
603385.SH,惠达卫浴,轻工制造,"3,952,541,950.80",-4.7183
603386.SH,广东骏亚,电子,"3,636,777,009.60",1.9094
603387.SH,基蛋生物,医药,"8,086,187,453.26",36.5206
603388.SH,元成股份,建筑,"1,884,789,016.60",-18.4957
603389.SH,*ST亚振,轻工制造,"919,632,000.00",-40.0685
603390.SH,通达电气,汽车,"3,650,510,893.92",-44.2014
603392.SH,万泰生物,医药,"84,898,880,000.00","1,453.97"
603393.SH,新天然气,电力及公用事业,"7,507,584,000.00",22.6032
603396.SH,金辰股份,电力设备及新能源,"4,802,381,763.60",113.2515
603398.SH,邦宝益智,轻工制造,"2,981,610,968.00",-0.9843
603399.SH,吉翔股份,有色金属,"2,424,987,332.75",-64.8148
603408.SH,建霖家居,轻工制造,"7,325,552,000.00",-25.3212
603416.SH,信捷电气,机械,"12,291,972,000.00",213.442
603421.SH,鼎信通讯,通信,"6,133,520,941.94",-24.0132
603429.SH,集友股份,轻工制造,"11,300,701,802.04",18.6181
603439.SH,贵州三力,医药,"8,113,858,542.72",88.2798
603444.SH,吉比特,传媒,"29,823,789,080.00",40.6812
603456.SH,九洲药业,医药,"27,482,669,560.23",146.5782
603458.SH,勘设股份,建筑,"3,346,328,670.30",-2.5574
603466.SH,风语筑,建筑,"6,661,926,640.00",54.1835
603477.SH,巨星农牧,纺织服装,"5,072,162,058.36",-9.7627
603486.SH,科沃斯,机械,"49,687,513,066.75",333.7605
603488.SH,展鹏科技,机械,"2,977,827,132.00",67.2259
603489.SH,八方股份,电力设备及新能源,"22,378,581,630.00",82.5867
603496.SH,恒为科技,计算机,"3,195,664,759.50",-26.8624
603499.SH,翔港科技,轻工制造,"1,647,525,702.95",-27.9238
603500.SH,祥和实业,机械,"2,021,544,000.00",-5.8881
603501.SH,韦尔股份,电子,"192,346,783,211.10",54.6532
603505.SH,金石资源,基础化工,"7,140,000,000.00",44.9362
603506.SH,南都物业,房地产,"2,594,015,889.90",-8.2946
603507.SH,振江股份,电力设备及新能源,"2,942,604,480.00",3.5733
603508.SH,思维列控,电子,"6,575,953,471.13",-42.3597
603515.SH,欧普照明,家电,"22,323,899,456.76",7.1945
603516.SH,淳中科技,计算机,"4,122,980,753.40",-17.9394
603517.SH,绝味食品,食品饮料,"45,166,483,875.95",61.0189
603518.SH,锦泓集团,纺织服装,"1,289,755,609.38",-27.7228
603519.SH,立霸股份,基础化工,"2,905,192,845.94",-4.4384
603520.SH,司太立,医药,"15,720,435,453.17",112.2795
603527.SH,众源新材,有色金属,"1,938,400,800.00",-4.4085
603528.SH,多伦科技,计算机,"5,829,049,350.00",36.4572
603530.SH,神马电力,电力设备及新能源,"9,193,022,380.20",14.5272
603533.SH,掌阅科技,传媒,"13,249,040,000.00",95.9722
603535.SH,嘉诚国际,交通运输,"6,214,528,000.00",129.1275
603536.SH,惠发食品,食品饮料,"2,970,190,080.00",-26.7113
603538.SH,美诺华,医药,"5,341,052,010.00",44.9106
603551.SH,奥普家居,家电,"5,860,146,500.00",-31.8697
603555.SH,*ST贵人,纺织服装,"1,496,073,100.34",-59.661
603556.SH,海兴电力,电力设备及新能源,"6,738,952,911.60",-11.9101
603557.SH,起步股份,纺织服装,"4,627,535,357.01",18.3006
603558.SH,健盛集团,纺织服装,"3,422,449,188.78",-20.4399
603559.SH,中通国脉,通信,"2,285,845,651.65",-10.3429
603565.SH,中谷物流,交通运输,"15,246,666,674.29",-28.4194
603566.SH,普莱柯,农林牧渔,"6,912,164,000.00",14.4548
603567.SH,珍宝岛,医药,"9,442,659,200.00",-11.1183
603568.SH,伟明环保,电力及公用事业,"24,075,657,909.36",9.7514
603569.SH,长久物流,交通运输,"4,442,991,606.17",-18.393
603577.SH,汇金通,电力设备及新能源,"2,663,598,491.40",22.5623
603578.SH,三星新材,家电,"1,984,303,819.89",9.1254
603579.SH,荣泰健康,家电,"4,309,200,000.00",4.0429
603580.SH,艾艾精工,基础化工,"1,479,220,624.00",-9.505
603583.SH,捷昌驱动,机械,"18,374,479,398.30",113.1738
603585.SH,苏利股份,基础化工,"3,312,000,000.00",-9.5367
603586.SH,金麒麟,汽车,"3,089,350,779.00",-12.2573
603587.SH,地素时尚,纺织服装,"8,940,696,000.00",-8.0248
603588.SH,高能环境,电力及公用事业,"11,073,844,314.50",45.2536
603589.SH,口子窖,食品饮料,"38,460,000,000.00",20.3558
603590.SH,康辰药业,医药,"5,659,200,000.00",2.7213
603595.SH,东尼电子,电子,"4,254,246,355.14",-22.5881
603596.SH,伯特利,汽车,"13,551,968,370.00",47.8337
603598.SH,引力传媒,传媒,"2,936,259,550.00",-36.1389
603599.SH,广信股份,基础化工,"10,455,280,537.50",50.1001
603600.SH,永艺股份,轻工制造,"3,968,965,836.80",8.9069
603601.SH,再升科技,基础化工,"9,770,826,218.40",78.8506
603602.SH,纵横通信,通信,"2,452,195,200.00",-33.7549
603603.SH,博天环境,电力及公用事业,"2,097,275,961.12",-45.3159
603605.SH,珀莱雅,基础化工,"33,204,404,317.50",88.2692
603606.SH,东方电缆,电力设备及新能源,"15,796,624,182.15",121.995
603607.SH,京华激光,轻工制造,"2,665,255,824.00",-3.7424
603608.SH,天创时尚,纺织服装,"2,792,109,490.17",-29.7098
603609.SH,禾丰牧业,农林牧渔,"10,797,321,382.16",0.516
603610.SH,麒盛科技,轻工制造,"4,746,663,224.16",-29.6166
603611.SH,诺力股份,汽车,"3,729,898,886.64",-15.4964
603612.SH,索通发展,有色金属,"5,848,995,535.51",9.311
603613.SH,国联股份,计算机,"28,389,561,177.60",129.6125
603615.SH,茶花股份,轻工制造,"2,531,092,500.00",17.3249
603616.SH,韩建河山,建材,"1,716,156,000.00",-29.0049
603617.SH,君禾股份,机械,"2,453,360,546.10",18.4919
603618.SH,杭电股份,电力设备及新能源,"3,980,379,594.24",6.5518
603619.SH,中曼石油,石油石化,"3,604,000,901.00",-35.3659
603626.SH,科森科技,机械,"5,394,831,205.40",5.7748
603628.SH,清源股份,电力设备及新能源,"2,751,690,000.00",26.2563
603629.SH,利通电子,电子,"3,396,000,000.00",23.718
603630.SH,拉芳家化,基础化工,"3,600,313,600.00",18.696
603633.SH,徕木股份,电子,"2,471,641,256.00",12.4771
603636.SH,南威软件,计算机,"5,364,405,688.24",-18.7712
603637.SH,镇海股份,建筑,"1,803,395,044.20",-32.0214
603638.SH,艾迪精密,机械,"41,257,982,542.40",229.2018
603639.SH,海利尔,基础化工,"4,663,496,474.56",11.5523
603648.SH,畅联股份,交通运输,"3,122,606,949.00",-13.4636
603650.SH,彤程新材,基础化工,"17,567,905,250.00",74.9251
603655.SH,朗博科技,汽车,"2,245,080,000.00",-3.7485
603656.SH,泰禾智能,机械,"2,195,978,844.00",-3.5466
603657.SH,春光科技,家电,"2,275,392,000.00",-1.8819
603658.SH,安图生物,医药,"66,677,194,733.15",54.2685
603659.SH,璞泰来,电力设备及新能源,"54,259,720,661.84",29.1726
603660.SH,苏州科达,计算机,"3,604,786,539.08",-34.0761
603661.SH,恒林股份,轻工制造,"5,180,000,000.00",18.5348
603662.SH,柯力传感,机械,"4,621,991,585.40",-28.8301
603663.SH,三祥新材,基础化工,"2,886,906,090.00",12.9055
603665.SH,康隆达,纺织服装,"4,291,877,800.37",94.7625
603666.SH,亿嘉和,机械,"12,754,763,896.00",82.3735
603667.SH,五洲新春,机械,"2,166,154,133.13",-20.7718
603668.SH,天马科技,农林牧渔,"2,643,311,420.56",-5.8111
603669.SH,灵康药业,医药,"5,950,089,600.00",62.2324
603676.SH,卫信康,医药,"3,815,460,000.00",-14.6604
603677.SH,奇精机械,家电,"2,146,084,426.21",-6.5009
603678.SH,火炬电子,国防军工,"29,061,153,990.00",181.8696
603679.SH,华体科技,家电,"3,329,409,230.00",-20.5803
603680.SH,今创集团,机械,"11,132,697,255.68",36.9374
603681.SH,永冠新材,基础化工,"3,201,890,628.88",-23.8739
603682.SH,锦和商业,房地产,"3,822,525,000.00",-26.2791
603683.SH,晶华新材,基础化工,"1,540,307,200.00",-9.5886
603685.SH,晨丰科技,家电,"1,838,720,000.00",-16.0702
603686.SH,龙马环卫,电力及公用事业,"6,712,840,152.55",49.2606
603687.SH,大胜达,轻工制造,"3,709,801,509.96",-37.4602
603688.SH,石英股份,电子,"7,976,846,189.60",21.0294
603689.SH,皖天然气,电力及公用事业,"4,277,280,000.00",16.3986
603690.SH,至纯科技,机械,"10,121,296,347.96",19.6848
603693.SH,江苏新能,电力及公用事业,"7,681,740,000.00",23.4549
603696.SH,安记食品,食品饮料,"2,688,336,000.00",38.6455
603697.SH,有友食品,食品饮料,"5,755,900,500.00",39.6336
603698.SH,航天工程,机械,"6,174,604,800.00",-7.586
603699.SH,纽威股份,机械,"9,420,000,000.00",-6.906
603700.SH,宁水集团,机械,"5,717,197,460.00",60.07
603701.SH,德宏股份,汽车,"2,248,648,758.72",-11.5666
603703.SH,盛洋科技,电子,"2,786,261,000.00",-20.2961
603706.SH,东方环宇,电力及公用事业,"2,667,200,000.00",-14.5796
603707.SH,健友股份,医药,"32,228,531,074.50",8.6465
603708.SH,家家悦,商贸零售,"13,171,860,000.00",-9.8416
603709.SH,中源家居,轻工制造,"1,666,400,000.00",-16.5381
603711.SH,香飘飘,食品饮料,"8,881,954,164.00",-16.3647
603712.SH,七一二,国防军工,"30,872,280,000.00",65.9144
603713.SH,密尔克卫,交通运输,"19,716,586,501.28",218.8254
603716.SH,塞力医疗,医药,"3,128,707,579.34",-9.1804
603717.SH,天域生态,建筑,"2,067,357,852.00",-2.5086
603718.SH,海利生物,医药,"7,792,400,000.00",-5.4411
603719.SH,良品铺子,食品饮料,"23,406,370,000.00",241.6726
603721.SH,中广天择,传媒,"1,592,500,000.00",-53.4928
603722.SH,阿科力,基础化工,"2,415,643,125.00",-11.6153
603725.SH,天安新材,建材,"1,464,159,760.00",-5.2887
603726.SH,朗迪集团,机械,"2,205,536,256.00",4.1287
603727.SH,博迈科,石油石化,"3,604,249,538.28",-20.2571
603728.SH,鸣志电器,电力设备及新能源,"6,360,640,000.00",38.4065
603729.SH,龙韵股份,传媒,"1,264,729,900.00",-14.7799
603730.SH,岱美股份,汽车,"15,873,392,545.56",33.3739
603733.SH,仙鹤股份,轻工制造,"17,049,230,223.90",73.6697
603737.SH,三棵树,基础化工,"40,096,378,624.12",160.2231
603738.SH,泰晶科技,电子,"3,492,071,529.70",3.2783
603739.SH,蔚蓝生物,农林牧渔,"3,523,314,260.00",-10.0969
603755.SH,日辰股份,食品饮料,"7,696,797,802.05",61.6823
603757.SH,大元泵业,机械,"3,112,016,310.00",23.3567
603758.SH,秦安股份,汽车,"4,164,183,995.01",52.2762
603766.SH,隆鑫通用,汽车,"7,084,719,382.50",-5.2563
603767.SH,中马传动,汽车,"2,170,234,820.00",-1.7529
603768.SH,常青股份,汽车,"3,043,680,000.00",37.0838
603773.SH,沃格光电,电子,"2,565,431,478.72",-19.1395
603776.SH,永安行,汽车,"3,035,044,400.00",-4.4977
603777.SH,来伊份,食品饮料,"4,116,382,794.48",4.2347
603778.SH,乾景园林,建筑,"2,764,285,710.60",0.987
603779.SH,ST威龙,食品饮料,"1,979,857,466.30",-0.9983
603786.SH,科博达,汽车,"26,802,699,000.00",29.2166
603787.SH,新日股份,汽车,"6,081,240,000.00",117.607
603788.SH,宁波高发,汽车,"3,060,452,732.96",-13.7183
603789.SH,星光农机,机械,"3,390,400,000.00",-8.9385
603790.SH,雅运股份,基础化工,"2,150,886,400.00",-28.7111
603797.SH,联泰环保,电力及公用事业,"3,449,752,674.29",-3.3589
603798.SH,康普顿,石油石化,"1,902,000,000.00",-30.6463
603799.SH,华友钴业,有色金属,"79,443,214,824.86",76.72
603800.SH,道森股份,石油石化,"2,061,280,000.00",-21.2888
603801.SH,志邦家居,轻工制造,"7,166,767,522.40",40.7122
603803.SH,瑞斯康达,通信,"4,610,558,349.15",-13.9661
603806.SH,福斯特,电力设备及新能源,"65,181,085,908.40",146.8326
603808.SH,歌力思,纺织服装,"4,183,046,386.38",-13.8916
603809.SH,豪能股份,汽车,"4,519,513,898.00",122.6406
603810.SH,丰山集团,基础化工,"2,621,067,680.00",5.4601
603811.SH,诚意药业,医药,"3,693,863,040.00",22.0379
603813.SH,原尚股份,交通运输,"1,297,105,020.00",-21.9139
603815.SH,交建股份,建筑,"5,184,610,000.00",-39.8997
